Brown,brown.edu,https://brownbears.com
Dartmouth,dartmouth.edu,https://dartmouthsports.com
Princeton,princeton.edu,https://goprincetontigers.com
Penn,upenn.edu,https://pennathletics.com
California,berkeley.edu,https://calbears.com
Arizona,arizona.edu,https://arizonawildcats.com
